txn_id,date,account_id,counterparty,description,amount,currency
TXN-9449-0006,2025-05-16,ACC-9449,Glenwood Maintenance Services LLP,Environmental emissions tax — Pavlodar block 2025,-1045681.69,USD
TXN-9797-0035,2025-05-16,ACC-9797,Foxridge Payroll Ltd,"Payroll bonus disbursement — Ekibastuz block B, June",-114736.30,USD
TXN-9960-0033,2025-05-16,ACC-9960,Ironwood Cleaning LLC (Almaty office),Sponsorship marketing of regional sports club,-5063464.41,USD
TXN-P10-0049,2025-05-16,ACC-7810,Juniper Logistics Solutions (Astana branch),Customer newsletter marketing production — H2,-6085007.92,USD
TXN-9349-0005,2025-05-17,ACC-9349,Dunmore Landscaping Group (Shymkent depot),Property tax rebate — H2,8105790.29,USD
TXN-9755-0036,2025-05-17,ACC-9755,Juniper Office Supplies LP Supply,Industry exhibition stand marketing — H1 2025,-1368603.32,USD
TXN-9784-0042,2025-05-17,ACC-9784,Glenwood Uniforms Group,"Rent for staff dormitory — Zhezkazgan compound, instalment 2",-3046635.98,USD
TXN-B4-0028,2025-05-17,ACC-7204,Foxridge Payroll Ltd Group (Shymkent depot),Equipment yard lease — Pavlodar block 2025,-209971.26,USD
TXN-9764-0033,2025-05-18,ACC-9764,Globex Telecom (Semey base),"Professional indemnity insurance — Uralsk annex, period 01 2025",-339035.21,USD
TXN-9255-0029,2025-05-19,ACC-9255,Hartley Cleaning Inc Service Centre,"Payroll for security detail — Kyzylorda station, H2",-485659.13,USD
TXN-9022-0028,2025-05-20,ACC-9022,Eastgate Utility LLC Holding,Interest income on treasury bills — H1,7961047.34,USD
TXN-9862-0050,2025-05-20,ACC-9862,Ironwood Security LP Partners,Container yard lease — Q1,-216801.49,USD
TXN-B1-0008,2025-05-20,ACC-7201,Dunmore Janitorial Services Works,Withholding tax remittance 2025,-543539.55,USD
TXN-P1-0010,2025-05-21,ACC-7801,Ural Crane Works LLP,Purchase of quayside crane equipment,-1842006.44,USD
TXN-9123-0047,2025-05-22,ACC-9123,Hartley Supply LLP (Almaty office),Interest on senior notes — period 03,-2661795.30,USD
TXN-9284-0001,2025-05-22,ACC-9284,Juniper Landscaping LLC (Almaty office),Payroll tranche for field crew — January,-369770.95,USD
TXN-P6-0049,2025-05-22,ACC-7806,Hartley Courier Corp Works,Quarterly interest coupon — Semey base,-378905.34,USD
TXN-P7-0051,2025-05-22,ACC-7807,Dunmore Power Ltd (Oskemen unit),Payroll advance recovered from staff — Uralsk annex 2025,11159559.34,EUR
TXN-9289-0010,2025-05-23,ACC-9289,Foxridge Tax Advisory Corp JSC,Retail unit rent — Q4,-1908075.66,USD
TXN-P3-0052,2025-05-23,ACC-7803,Cedarville Uniforms Solutions Ltd,"Corporate brand marketing programme — Ekibastuz block B, March",-228635.30,USD
TXN-P5-0047,2025-05-23,ACC-7805,Juniper Logistics Solutions (Kostanay centre),Utility metering charge — H1 2025,-4821170.88,EUR
TXN-P9-0001,2025-05-23,ACC-7809,Juniper Cleaning (Turkistan point),"Cold store lease — Ekibastuz block B, H1 2025",-4862428.02,USD
TXN-9284-0015,2025-05-24,ACC-9284,Cedarville Cleaning Group (Oskemen unit),Sublet rent received — Almaty office 2025,704214.31,USD
TXN-9373-0004,2025-05-24,ACC-9373,Dunmore Utility Inc (Oskemen unit),"Warehouse contents insurance — Almaty office, September",-552517.41,USD
TXN-9425-0030,2025-05-24,ACC-9425,Dunmore Stationery Inc (Semey base),Vehicle livery marketing application 2025,-9432072.43,USD
TXN-9503-0020,2025-05-24,ACC-9503,Bridgeport Telecom Holdings (Semey base),Bi-weekly payroll run — Taraz site 2025,-1986812.91,USD
TXN-9870-0010,2025-05-24,ACC-9870,Bridgeport Maintenance Trading House,Payroll for security detail — Semey base 2025,-304018.86,USD
TXN-P2-0052,2025-05-24,ACC-7802,Dunmore Utility Inc (Zhezkazgan compound),"Quarterly interest coupon — Karaganda yard, Q1 2025",-11545820.91,USD
TXN-9349-0033,2025-05-25,ACC-9349,Juniper Facilities Group LLP (Semey base),Rent for training centre 2025,-1977262.78,USD
TXN-9798-0041,2025-05-25,ACC-9798,Eastgate Janitorial Partners Company (Kostanay centre),Group medical insurance premium — Ekibastuz block B,-1476239.99,USD
TXN-9816-0018,2025-05-25,ACC-9816,Glenwood Power (Almaty office),"Property tax payment — Turkistan point, May 2025",-1144191.95,USD
TXN-B4-0006,2025-05-25,ACC-7204,Juniper Realty Partners (Atyrau terminal),Seasonal payroll run — Q3,-337734.89,USD
TXN-P8-0014,2025-05-25,ACC-7808,Bridgeport Payroll Group Company,Construction all-risk insurance — Q3 2025,-600603.54,USD
TXN-9552-0032,2025-05-26,ACC-9552,Foxridge Landscaping Corp,"Tax penalty settlement charge — Aktobe hub, June",-6898610.46,USD
TXN-9802-0037,2025-05-26,ACC-9802,Capital Stationers,Water and sewer charge,-7388748.42,USD
TXN-P10-0057,2025-05-26,ACC-7810,Ironwood Security LP (Shymkent depot),Regional marketing campaign production — Atyrau terminal,-4695681.52,EUR
TXN-P3-0046,2025-05-26,ACC-7803,Ironwood Insurance LLC,"Utility rebate received — Ekibastuz block B, Q4 2025",2729387.09,USD
TXN-9297-0005,2025-05-27,ACC-9297,Foxridge Waste Systems Associates (Oskemen unit),Fidelity bond insurance — Q2 2025,-103935.60,USD
TXN-9743-0003,2025-05-27,ACC-9743,Juniper Facilities Group JSC,Payroll overfunding returned — Turkistan point 2025,1478211.46,USD
TXN-P5-0031,2025-05-27,ACC-7805,Pavlodar Plant Services LLP,Turbine hall servicing and operating costs 2025,-5902447.13,USD
TXN-P9-0048,2025-05-27,ACC-7809,Bridgeport Telecom Holdings JSC (Kostanay centre),"Electricity network capacity charge — Kyzylorda station, March",-2310249.16,USD
TXN-9038-0021,2025-05-28,ACC-9038,Foxridge Power LLC,Workers comp insurance — final call 2025,-311363.82,USD
TXN-9236-0002,2025-05-28,ACC-9236,Hartley Water Works,Payroll advance recovered from staff — Aktobe hub,3500498.05,USD
TXN-9300-0024,2025-05-28,ACC-9300,Evergreen Janitorial (Turkistan point),Bi-weekly payroll run — April 2025,-392354.48,USD
TXN-9440-0025,2025-05-28,ACC-9440,Ashford Stationery Corp,Marketing volume rebate — Pavlodar block,1744069.83,USD
TXN-9711-0020,2025-05-28,ACC-9711,Dunmore Printing Partners Works (Astana branch),Construction all-risk insurance — Taraz site,-2065843.55,USD
TXN-9961-0011,2025-05-28,ACC-9961,Dunmore Office Supplies Trust (Turkistan point),Rooftop lease — Q3 2025,-5112601.16,USD
TXN-9186-0018,2025-05-29,ACC-9186,Ironwood Maintenance Group JSC (Kyzylorda station),District heating utility charge — Shymkent depot,-2295666.40,USD
TXN-9202-0026,2025-05-29,ACC-9202,Dunmore Printing Partners Works (Turkistan point),Directors and officers insurance — Kostanay centre,-7077649.41,USD
TXN-9462-0033,2025-05-29,ACC-9462,Dunmore Logistics Ltd Service Centre,Interest on finance sublease 2025,-1593384.71,USD
TXN-9532-0046,2025-05-29,ACC-9532,Juniper Cleaning,Rooftop lease — Semey base,-1058908.09,USD
TXN-9778-0016,2025-05-29,ACC-9778,Eastgate Janitorial Partners,Utility deposit returned — H2 2025,728937.04,USD
TXN-9233-0001,2025-05-30,ACC-9233,Juniper Landscaping LLC (Kyzylorda station),"Unused ad campaign budget returned — Turkistan point, period 01",323223.78,USD
TXN-9581-0001,2025-05-30,ACC-9581,Glenwood Utility Associates (Almaty office),Severance payroll batch — instalment 2,-2951585.04,USD
TXN-P2-0010,2025-05-30,ACC-7802,Foxridge Security Services (Kyzylorda station),Water supply charge — October,-2085018.52,USD
TXN-9486-0034,2025-05-31,ACC-9486,Eastgate Landscaping LP (Kyzylorda station),"Payroll overfunding returned — Taraz site, Q1",1595450.06,EUR
TXN-9853-0042,2025-05-31,ACC-9853,City Power & Light LLP (Taraz site),Regional marketing campaign production — Atyrau terminal,-565339.34,USD
TXN-9862-0045,2025-05-31,ACC-9862,Ironwood Supply Associates,Media buy rate adjustment credit — Taraz site,5718922.02,USD
TXN-9914-0047,2025-05-31,ACC-9914,Eastgate Tax Advisory LP Group,"District heating utility charge — Ekibastuz block B, January",-13930339.47,USD
TXN-P5-0023,2025-05-31,ACC-7805,Cedarville Facilities LLP,"Trade press marketing insertion — Semey base, H1",-1138417.23,USD
TXN-P6-0015,2025-05-31,ACC-7806,Ashford Janitorial Trust (Almaty office),Warehouse lease,-412793.66,USD
TXN-P6-0030,2025-05-31,ACC-7806,Glenwood Courier LP JSC (Atyrau terminal),"Rent for regional office — Kyzylorda station, period 01 2025",-462362.61,USD
TXN-P9-0044,2025-05-31,ACC-7809,City Power & Light (Astana branch),Revolver interest — December 2025,-3688611.83,USD
TXN-9024-0028,2025-06-01,ACC-9024,Bridgeport Uniforms Trust (Aktobe hub),Municipal water charge — Astana branch 2025,-571403.77,USD
TXN-9255-0022,2025-06-01,ACC-9255,Hartley Leasing Services (Semey base),Directors and officers insurance — Oskemen unit,-165421.64,USD
TXN-9415-0025,2025-06-01,ACC-9415,Juniper Tax Advisory LLC (Taraz site),"Interest on bridge facility — Almaty office, December",-508142.06,USD
TXN-9575-0020,2025-06-01,ACC-9575,Bridgeport Janitorial Solutions (Astana branch),Cyber insurance premium — October 2025,-5227293.21,USD
TXN-9721-0014,2025-06-01,ACC-9721,Bridgeport Insurance Partners (Ekibastuz block B),Professional indemnity insurance — September 2025,-5575827.38,USD
TXN-B1-0005,2025-06-01,ACC-7201,Foxridge Supply Inc,"Franchise tax filing — Kyzylorda station, May",-791398.17,USD
TXN-P1-0033,2025-06-01,ACC-7801,Ironwood Waste Systems Holdings (Pavlodar block),Cyber insurance premium — period 02 2025,-367648.64,USD
TXN-P5-0030,2025-06-01,ACC-7805,Glenwood Realty Solutions Enterprise,"Unused ad campaign budget returned — Taraz site, August 2025",1813871.42,USD
TXN-9022-0031,2025-06-02,ACC-9022,Bridgeport Leasing LLC (Shymkent depot),"Waste water charge — Atyrau terminal, H1 2025",-12429954.27,USD
TXN-9715-0038,2025-06-02,ACC-9715,Lakeshore Insurance Brokers,"Motor third-party insurance — Kostanay centre, period 01",-2437713.07,USD
TXN-9770-0037,2025-06-02,ACC-9770,Hartley Logistics Associates (Almaty office),"Interest on bilateral facility — Karaganda yard, period 02 2025",-4471992.13,USD
TXN-P3-0026,2025-06-02,ACC-7803,Cedarville Leasing (Karaganda yard),Outdoor marketing site hire — October 2025,-1755396.91,USD
TXN-P4-0025,2025-06-02,ACC-7804,Ilek Restoration Works LLP,Flood remediation and silo repair works,-481247.63,USD
TXN-9104-0010,2025-06-03,ACC-9104,Glenwood Facilities Holdings (Turkistan point),Rent for spare parts store — period 01 2025,-7718137.52,USD
TXN-9114-0041,2025-06-03,ACC-9114,Hartley Property Solutions,Travel insurance for staff — Kyzylorda station 2025,-1423960.81,USD
TXN-9686-0036,2025-06-03,ACC-9686,Cedarville Office Supplies Associates (Ekibastuz block B),Customer newsletter marketing production — Uralsk annex 2025,-1589575.69,USD
TXN-P6-0011,2025-06-03,ACC-7806,Bridgeport Leasing LLC,Interest true-up charge — July,-6874501.52,USD
TXN-P6-0055,2025-06-03,ACC-7806,Ironwood Maintenance Group Holding,Tax assessment reversal 2025,969224.15,USD
TXN-9423-0017,2025-06-04,ACC-9423,Bridgeport Printing Holdings (Ekibastuz block B),Office rent — Kostanay centre,-916989.95,USD
TXN-P10-0017,2025-06-04,ACC-7810,Tengiz Risk Engineering Bureau,Warehouse risk survey servicing 2025,-142118.64,USD
TXN-9571-0006,2025-06-06,ACC-9571,Statewide Tax Authority (Ekibastuz block B),"Term loan interest — Pavlodar block, December 2025",-119669.28,USD
TXN-9996-0028,2025-06-06,ACC-9996,Dunmore Janitorial Services (Taraz site),Marketing co-operative funding received — September,577258.69,USD
TXN-P1-0021,2025-06-06,ACC-7801,Kingsley Property Partners,Payroll for administrative staff — Aktobe hub 2025,-715630.22,USD
TXN-P4-0045,2025-06-06,ACC-7804,Dunmore Courier Services JSC,"Revolver interest — Ekibastuz block B, instalment 2",-1391968.36,USD
TXN-P6-0001,2025-06-06,ACC-7806,Fairfield Leasing Partners Ltd (Kyzylorda station),Group medical insurance premium — Shymkent depot,-228711.35,USD
TXN-P9-0032,2025-06-06,ACC-7809,Bridgeport Janitorial Solutions (Karaganda yard),Electricity overbilling refund — Zhezkazgan compound 2025,6150985.43,USD
TXN-9334-0019,2025-06-07,ACC-9334,Initech Software Licenses Holding,Municipal tax levy — February,-729557.79,USD
TXN-9557-0014,2025-06-07,ACC-9557,Foxridge Consulting Ltd (Ekibastuz block B),"Seasonal payroll run — Turkistan point, Q3",-4943089.77,USD
TXN-9934-0008,2025-06-07,ACC-9934,Eastgate Janitorial Partners Holding (Ekibastuz block B),Auto fleet insurance — Pavlodar block,-3397475.03,USD
TXN-P10-0031,2025-06-07,ACC-7810,Glenwood Power,"Corporate brand marketing programme — Zhezkazgan compound, Q4 2025",-6519514.97,USD
TXN-P5-0014,2025-06-07,ACC-7805,Ashford Maintenance LLC (Zhezkazgan compound),"Interest rebate on early repayment — Uralsk annex, December",235761.83,USD
TXN-9145-0003,2025-06-08,ACC-9145,Ashford Printing Solutions,"Corporate income tax instalment — Pavlodar block, March",-14487426.69,USD
TXN-9862-0012,2025-06-08,ACC-9862,Hartley Payroll LLC JSC,"Insurance deductible recovery — Kostanay centre, February",11223779.37,USD
TXN-9926-0049,2025-06-08,ACC-9926,Eastgate Property Trading House,Payroll agency rebate 2025,2302820.82,USD
TXN-P1-0024,2025-06-08,ACC-7801,Cedarville Payroll LP Enterprise (Turkistan point),Regional marketing campaign production — Pavlodar block,-360127.31,USD
TXN-P6-0039,2025-06-08,ACC-7806,Foxridge Insurance Co,Corporate brand marketing programme — June,-7250114.44,USD
TXN-B4-0005,2025-06-09,ACC-7204,Foxridge Cleaning Co,Fidelity bond insurance — August,-2649671.17,USD
TXN-P2-0054,2025-06-09,ACC-7802,Hartley Power Associates Company,Auto fleet insurance — Almaty office 2025,-248898.41,USD
TXN-9656-0048,2025-06-10,ACC-9656,Kingsley Water Works Solutions LLP (Semey base),"Excise tax remittance — Almaty office, November",-274051.20,USD
TXN-9998-0039,2025-06-10,ACC-9998,Ashford Realty Ltd,Lease deposit released — May,1520786.80,USD
TXN-P8-0048,2025-06-10,ACC-7808,Ashford Tax Advisory Holdings (Almaty office),"Trade press marketing insertion — Almaty office, Q2 2025",-337300.48,USD
TXN-P8-0049,2025-06-10,ACC-7808,Juniper Telecom Inc (Karaganda yard),"Interest recovery on overpayment — Atyrau terminal, December 2025",447798.93,USD
TXN-9034-0024,2025-06-11,ACC-9034,Blue Ridge Payroll Services Service Centre,Interest on subordinated notes — August,-2582285.32,USD
TXN-9458-0007,2025-06-11,ACC-9458,Bridgeport Catering Trust,"Marketing research panel subscription — Pavlodar block, instalment 2",-881157.17,USD
TXN-9721-0012,2025-06-11,ACC-9721,Eastgate Property (Atyrau terminal),"Corporate income tax instalment — Oskemen unit, period 01",-1179608.02,USD
TXN-B1-0037,2025-06-11,ACC-7201,Ashford Insurance Services,"Rent for training centre — Almaty office, August",-4540095.35,USD
TXN-P10-0003,2025-06-11,ACC-7810,Hartley Realty Holdings Company,Media buy rate adjustment credit — Taraz site,102465.77,USD
TXN-P7-0032,2025-06-11,ACC-7807,KazTransOil Trunk Systems JSC,Pipeline transit sales settlement 2025,9146882.53,USD
TXN-9469-0033,2025-06-12,ACC-9469,Oakmont Property Management (Karaganda yard),"Rent free period credit — Shymkent depot, March 2025",1394793.60,USD
TXN-9854-0047,2025-06-12,ACC-9854,Ashford Building Services Ltd (Shymkent depot),"Marketing co-operative funding received — Taraz site, final call",8667296.01,USD
TXN-9816-0020,2025-06-13,ACC-9816,Cedarville Insurance Group (Turkistan point),Marketing co-operative funding received — instalment 3 2025,10805214.31,USD
TXN-P3-0014,2025-06-13,ACC-7803,Hartley Utility Trust (Aktobe hub),Tax audit assessment payment — Ekibastuz block B 2025,-786416.28,USD
TXN-9647-0043,2025-06-14,ACC-9647,Foxridge Building Services Trust (Kostanay centre),"Unclaimed payroll returned — Almaty office, instalment 1",3951575.69,USD
TXN-9748-0026,2025-06-14,ACC-9748,Bridgeport Office Supplies Company,Antenna mast lease — Turkistan point 2025,-10064023.65,USD
TXN-B4-0047,2025-06-14,ACC-7204,Foxridge Insurance Co (Zhezkazgan compound),"Environmental emissions tax — Oskemen unit, June 2025",-7575422.84,USD
TXN-P1-0036,2025-06-14,ACC-7801,Glenwood Facilities Holdings Works (Karaganda yard),"Trade press marketing insertion — Semey base, Q1",-428818.65,USD
TXN-P9-0004,2025-06-14,ACC-7809,Foxridge Waste Systems Associates (Atyrau terminal),"Electricity network capacity charge — Kostanay centre, February",-1171613.50,USD
TXN-9491-0005,2025-06-15,ACC-9491,Ashford Power LP (Astana branch),Equipment yard lease — instalment 2,-970713.25,USD
TXN-9707-0011,2025-06-15,ACC-9707,Foxridge Maintenance Holdings,"Sponsorship marketing of regional sports club — Astana branch, instalment 1",-12726193.95,USD
TXN-P2-0014,2025-06-15,ACC-7802,Eastgate Office Supplies Solutions,"Equipment yard lease — Kyzylorda station, instalment 2 2025",-2708057.37,USD
TXN-P5-0005,2025-06-15,ACC-7805,Ashford Tax Advisory Holdings Company,Telecom leased line — Oskemen unit 2025,-492990.46,USD
TXN-9112-0020,2025-06-16,ACC-9112,Bridgeport Tax Advisory Services (Kostanay centre),Unclaimed payroll returned — H1 2025,341658.26,USD
TXN-P2-0023,2025-06-16,ACC-7802,Fairfield Leasing Partners (Uralsk annex),"Rooftop lease — Almaty office, October 2025",-211784.77,USD
TXN-P3-0029,2025-06-16,ACC-7803,Cedarville Leasing (Karaganda yard),Digital media buy — search — September,-3728972.76,USD
TXN-9881-0034,2025-06-17,ACC-9881,Ironwood Waste Systems Holdings Group,Sewer discharge levy — Semey base,-1977127.30,USD
TXN-9916-0022,2025-06-17,ACC-9916,Ashford Office Supplies LLC JSC,"Payroll for night shift — Almaty office, Q4",-73132.63,USD
TXN-B1-0016,2025-06-17,ACC-7201,Foxridge Cleaning Co (Almaty office),Excise tax remittance — Q1,-1950365.39,USD
TXN-P1-0042,2025-06-17,ACC-7801,Mangystau Berth Services LLP,Berth servicing and operating costs 2025,-3104882.61,USD
TXN-9364-0014,2025-06-18,ACC-9364,Juniper Cleaning (Aktobe hub),"Industry exhibition stand marketing — Semey base, Q3",-279916.53,USD
TXN-B4-0046,2025-06-18,ACC-7204,Juniper Payroll Associates JSC,"Municipal water charge — Turkistan point, H2",-1891463.60,USD
TXN-P10-0056,2025-06-18,ACC-7810,Ironwood Stationery Solutions,"Interest on subordinated notes — Shymkent depot, February",-4902905.23,USD
TXN-9625-0047,2025-06-19,ACC-9625,Dunmore Office Supplies Trust (Pavlodar block),Payroll overfunding returned — Pavlodar block,2585019.08,USD
TXN-B1-0044,2025-06-19,ACC-7201,Ashford Power LP (Shymkent depot),"Lease incentive received — Astana branch, September 2025",208288.37,USD
TXN-B4-0049,2025-06-19,ACC-7204,Cedarville Office Supplies Associates (Oskemen unit),"Rent deposit returned — Pavlodar block, Q2 2025",3677627.81,EUR
